,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
431,270,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,NO,0,0,YES,9880,0,44460,N
432,310,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,6130,6130,42910,Y
433,143,100/300,500,1442.27,0,MALE,College,priv-house-serv,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,2,3,YES,11700,5850,40950,N
434,146,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,NO,0,3,NO,6660,6660,46620,N
435,102,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,wife,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,7340,7340,58720,N
436,61,100/300,500,1111.72,0,MALE,JD,exec-managerial,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,NO,1,2,NO,4650,4650,32550,N
437,255,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,68500,0,Parked Car,Rear Collision,Trivial Damage,Police,7,1,NO,2,2,NO,640,1280,4480,Y
438,211,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,3,1,NO,1,1,NO,580,290,2320,N
439,61,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,0,-66000,Parked Car,Rear Collision,Trivial Damage,None,10,1,YES,2,1,YES,590,590,4720,N
440,108,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,NO,0,2,NO,6370,6370,44590,N
441,303,100/300,500,793.15,0,MALE,MD,tech-support,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,13660,13660,54640,N
442,152,250/500,500,942.51,0,FEMALE,PhD,transport-moving,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,NO,6400,19200,44800,Y
443,120,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,77900,0,Parked Car,Rear Collision,Minor Damage,None,3,1,NO,2,1,NO,580,580,2610,N
444,144,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,23600,-15600,Parked Car,Rear Collision,Minor Damage,None,7,1,NO,0,0,NO,740,1480,5180,N
445,414,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,NO,6090,6090,42630,Y
446,163,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,4940,9880,34580,N
447,352,250/500,500,1793.16,0,MALE,Associate,tech-support,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,12500,6250,50000,N
448,27,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,NO,12300,6150,43050,N
449,239,100/300,500,1396.83,0,FEMALE,Masters,other-service,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,NO,0,3,NO,6990,13980,55920,N
450,33,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,husband,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,NO,6230,12460,37380,N
451,88,100/300,1000,1437.88,0,FEMALE,College,transport-moving,husband,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,14000,0,42000,N
452,101,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,unmarried,12100,0,Parked Car,Rear Collision,Trivial Damage,None,3,1,YES,1,0,NO,780,390,3120,N
453,20,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,husband,33000,-43600,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,2,1,NO,6750,6750,47250,N
454,126,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,NO,2,3,NO,4430,4430,39870,N
455,264,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,17300,17300,60550,N
456,78,100/300,500,1175.51,0,MALE,Masters,craft-repair,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,20,1,NO,0,1,YES,680,680,6120,N
457,123,100/300,2000,1836.02,0,MALE,Masters,transport-moving,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,NO,2,1,YES,13300,6650,59850,Y
458,347,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,unmarried,0,-12100,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,NO,8630,17260,77670,N
459,163,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,NO,15900,7950,55650,N
460,271,250/500,500,1340.71,0,FEMALE,High School,tech-support,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,6930,13860,55440,Y
461,410,100/300,2000,714.03,0,MALE,MD,protective-serv,own-child,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,9920,9920,39680,N
462,448,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,NO,5970,5970,35820,Y
463,218,100/300,500,914.22,0,MALE,JD,prof-specialty,wife,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,15380,7690,61520,N
464,43,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,NO,6850,6850,47950,N
465,33,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,NO,2,1,NO,8140,8140,65120,N
466,126,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,wife,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,10620,5310,42480,N
467,411,250/500,1000,1595.28,0,FEMALE,College,protective-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,NO,0,0,NO,3510,3510,31590,N
468,225,100/300,1000,1217.84,5000000,FEMALE,High School,farming-fishing,not-in-family,49600,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,2,2,NO,9600,9600,38400,N
469,35,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,5910,11820,35460,N
470,460,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,husband,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,NO,2,3,NO,5830,11660,40810,Y
471,195,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,7180,0,57440,N
472,360,250/500,1000,1152.12,0,MALE,PhD,armed-forces,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,15080,15080,60320,N
473,300,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,wife,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,3,1,NO,1,0,NO,1180,1180,4720,N
474,245,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,other-relative,0,-68900,Parked Car,Rear Collision,Minor Damage,Police,19,1,NO,2,2,NO,590,1180,4720,Y
475,146,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,5590,5590,44720,N
476,67,250/500,1000,1861.43,0,MALE,High School,adm-clerical,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,6380,6380,51040,Y
477,380,100/300,1000,1570.86,0,MALE,MD,farming-fishing,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,NO,0,1,YES,7270,7270,43620,Y
478,389,500/1000,2000,791.47,0,MALE,Masters,armed-forces,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,6,1,NO,1,2,NO,630,1260,4410,Y
479,317,250/500,1000,1012.78,0,MALE,MD,sales,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,19020,19020,66570,Y
480,264,100/300,500,1047.06,6000000,MALE,College,exec-managerial,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,12700,6350,50800,N
481,20,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,NO,12580,6290,44030,N
482,116,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,NO,6630,6630,46410,Y
483,222,100/300,1000,1226.78,0,MALE,JD,armed-forces,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,NO,16300,8150,57050,N
484,439,100/300,500,1280.9,0,MALE,High School,armed-forces,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,NO,15000,5000,30000,N
485,66,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,husband,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,NO,2,1,NO,8780,8780,30730,N
486,128,500/1000,1000,1878.44,0,MALE,High School,other-service,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,NO,5370,5370,48330,N
487,69,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,NO,0,0,NO,12660,6330,44310,N
488,294,100/300,500,1532.8,0,MALE,College,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,11960,11960,41860,N
489,19,250/500,500,1304.35,0,MALE,JD,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,NO,11600,11600,52200,Y
490,191,500/1000,2000,1551.61,0,MALE,High School,armed-forces,unmarried,45000,-30400,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,YES,1,1,NO,250,250,1750,N
491,4,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,NO,4510,9020,40590,N
492,298,250/500,500,862.92,0,MALE,MD,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,11580,11580,46320,N
493,231,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,NO,1,2,NO,10300,10300,46350,N
494,338,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,NO,12820,6410,44870,Y
495,261,100/300,1000,870.55,0,MALE,PhD,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,NO,0,3,NO,13380,13380,53520,N
496,321,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,husband,0,-39100,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,1,2,NO,520,0,4160,N
497,0,500/1000,1000,1377.04,0,MALE,College,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,NO,1,1,NO,6620,6620,26480,N
498,405,250/500,500,1237.88,0,MALE,MD,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,NO,0,0,NO,5780,5780,52020,Y
499,304,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,13340,6670,53360,N
500,1,500/1000,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,NO,2,3,YES,7890,23670,55230,N
501,26,250/500,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,NO,9960,4980,34860,N
502,202,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,7040,14080,56320,N
503,289,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,NO,1,0,NO,8580,0,34320,N
504,61,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,11960,5980,35880,Y
505,334,100/300,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,12740,6370,38220,N
506,12,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,NO,5930,5930,41510,N
507,86,100/300,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,9680,14520,38720,N
508,83,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,0,1,NO,6160,12320,43120,N
509,126,500/1000,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,6180,12360,55620,N
510,209,250/500,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,NO,8900,8900,62300,N
511,283,500/1000,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,Parked Car,Rear Collision,Trivial Damage,Police,9,1,NO,2,3,NO,820,820,4920,N
512,194,250/500,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,NO,2,1,YES,11760,5880,41160,N
513,184,250/500,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,0,2,NO,11940,5970,35820,Y
514,479,100/300,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,5050,10100,45450,N
515,284,250/500,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,0,3,YES,6500,3250,26000,N
516,65,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,NO,1,2,YES,3570,7140,32130,N
517,222,250/500,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,NO,1,0,NO,14660,14660,58640,Y
518,196,250/500,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,4780,4780,38240,N
519,253,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,0,1,NO,640,640,2560,N
520,280,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,NO,14000,7000,56000,N
521,5,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,NO,16020,16020,56070,N
522,220,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,4340,4340,39060,N
523,85,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,5360,10720,42880,N
524,266,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,Parked Car,Rear Collision,Minor Damage,Police,5,1,NO,1,2,NO,480,240,1440,N
525,41,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,12,1,YES,1,1,NO,530,1060,5300,N
526,316,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,7170,14340,57360,N
527,285,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,1,1,NO,300,300,2100,N
528,379,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,NO,0,1,NO,6330,6330,63300,N
529,15,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,NO,6870,13740,54960,Y
530,354,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,NO,2,3,YES,15040,15040,60160,N
531,342,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,NO,0,0,NO,14720,7360,58880,N
532,169,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,6590,13180,59310,N
533,339,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,Rear Collision,Minor Damage,None,13,1,NO,0,3,NO,1240,620,4960,N
534,259,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,5690,11380,45520,N
535,65,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,6550,6550,39300,Y
536,254,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,YES,5780,11560,46240,N
537,440,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,6140,6140,49120,N
538,478,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,Rear Collision,Minor Damage,None,5,1,YES,1,3,NO,940,470,3290,Y
539,230,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,13480,13480,47180,N
540,138,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,NO,2,2,NO,6930,13860,62370,N
541,239,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,Rear Collision,Trivial Damage,Police,22,1,NO,0,2,YES,1660,830,8300,N
542,93,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,8740,8740,30590,N
543,37,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,5670,11340,34020,N
544,254,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,NO,0,5410,37870,Y
545,131,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,NO,1,3,NO,15280,7640,53480,N
546,230,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,NO,0,2,NO,13720,13720,48020,N
547,313,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,13800,6900,48300,Y
548,210,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,6,1,NO,1,2,NO,1440,720,6480,N
549,101,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,2,1,NO,12220,12220,42770,N
550,153,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,NO,0,3,NO,4250,4250,34000,N
551,337,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,14400,7200,64800,N
552,360,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,YES,2,2,NO,840,840,2940,Y
553,428,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,9,1,YES,2,2,NO,630,1260,5040,N
554,204,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,8340,8340,25020,N
555,364,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,14060,14060,49210,Y
556,185,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,2,3,YES,900,450,3600,N
557,63,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,NO,0,2,YES,860,860,3440,N
558,210,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,NO,2730,2730,19110,Y
559,194,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,NO,1,0,NO,4880,9760,39040,N
560,294,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,3900,3900,35100,N
561,272,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,16820,8410,58870,Y
562,27,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,NO,1,3,NO,6840,6840,47880,N
563,251,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,NO,5530,5530,33180,N
564,180,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,NO,2,3,YES,11540,5770,40390,N
565,392,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,16620,16620,74790,N
566,143,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,10860,5430,38010,N
567,371,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,NO,1,2,NO,5380,5380,21520,Y
568,292,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,16920,8460,59220,N
569,165,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,6970,6970,55760,N
570,158,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,3640,7280,25480,N
571,241,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,4690,4690,28140,N
572,103,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,NO,14380,14380,50330,N
573,402,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,7530,15060,45180,Y
574,102,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,9480,4740,33180,Y
575,182,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,NO,7110,14220,49770,N
